lat,lng
24.804167,125.19375
24.8125,125.19375
24.829166,125.19375
24.779167,125.25625
24.7875,125.25625
24.754166,125.26875
24.779167,125.26875
24.7875,125.26875
24.795834,125.26875
24.804167,125.26875
24.754166,125.28125
24.7625,125.28125
24.779167,125.28125
24.7875,125.28125
24.795834,125.28125
24.804167,125.28125
24.8125,125.28125
24.820833,125.28125
24.829166,125.28125
24.7625,125.29375
24.770834,125.29375
24.779167,125.29375
24.7875,125.29375
24.795834,125.29375
24.804167,125.29375
24.8125,125.29375
24.820833,125.29375
24.829166,125.29375
24.754166,125.30625
24.7625,125.30625
24.770834,125.30625
24.779167,125.30625
24.7875,125.30625
24.795834,125.30625
24.804167,125.30625
24.8125,125.30625
24.829166,125.30625
24.754166,125.31875
24.7625,125.31875
24.770834,125.31875
24.779167,125.31875
24.7875,125.31875
24.795834,125.31875
24.8125,125.31875
24.820833,125.31875
24.829166,125.31875
24.754166,125.33125
24.7625,125.33125
24.770834,125.33125
24.779167,125.33125
24.7875,125.33125
24.795834,125.33125
24.804167,125.33125
24.754166,125.34375
24.7625,125.34375
24.770834,125.34375
24.779167,125.34375
24.7875,125.34375
24.754166,125.35625
24.7625,125.35625
24.770834,125.35625
24.779167,125.35625
24.7875,125.35625
24.754166,125.36875
24.7625,125.36875
24.770834,125.36875
24.779167,125.36875
24.7875,125.36875
24.754166,125.38125
24.7625,125.38125
24.770834,125.38125
24.754166,125.39375
24.7625,125.39375
24.754166,125.40625
24.754166,125.41875
24.7625,125.41875
24.8375,125.15625
24.845833,125.15625
24.8625,125.15625
24.8375,125.16875
24.845833,125.16875
24.8375,125.18125
24.8375,125.19375
24.8375,125.20625
24.845833,125.20625
24.8375,125.21875
24.8875,125.26875
24.895834,125.26875
24.904167,125.26875
24.8375,125.28125
24.879166,125.28125
24.895834,125.28125
24.8375,125.29375
24.845833,125.29375
24.8625,125.29375
24.870834,125.29375
24.879166,125.29375
24.8375,125.30625
24.845833,125.30625
24.854166,125.30625
24.8625,125.30625
24.9125,125.30625
24.920834,125.24375
24.929167,125.24375
24.920834,125.25625
24.779167,141.31876
25.820833,131.21875
25.829166,131.21875
25.8125,131.23125
25.820833,131.23125
25.829166,131.23125
25.820833,131.24374
25.829166,131.24374
25.820833,131.25626
25.829166,131.25626
25.8375,131.21875
25.845833,131.21875
25.8625,131.21875
25.8375,131.23125
25.845833,131.23125
25.854166,131.23125
25.8625,131.23125
25.870834,131.23125
25.8375,131.24374
25.845833,131.24374
25.854166,131.24374
25.8625,131.24374
25.870834,131.24374
25.8375,131.25626
25.845833,131.25626
25.854166,131.25626
25.8625,131.25626
25.8375,131.26875
25.854166,131.26875
25.8625,131.26875
25.945833,131.28125
25.954166,131.28125
25.9375,131.29375
25.945833,131.29375
25.954166,131.29375
25.929167,131.30624
25.9375,131.30624
25.945833,131.30624
25.954166,131.30624
25.929167,131.31876
25.9375,131.31876
25.945833,131.31876
25.954166,131.31876
26.329166,126.76875
26.329166,126.78125
26.329166,126.79375
26.304167,126.80625
26.3125,126.80625
26.320833,126.80625
26.329166,126.80625
26.354166,126.71875
26.3625,126.71875
26.370834,126.71875
26.354166,126.73125
26.3625,126.73125
26.370834,126.73125
26.345833,126.74375
26.354166,126.74375
26.3625,126.74375
26.370834,126.74375
26.379166,126.74375
26.3375,126.75625
26.345833,126.75625
26.354166,126.75625
26.3625,126.75625
26.379166,126.75625
26.3375,126.76875
26.354166,126.76875
26.379166,126.76875
26.3875,126.76875
26.3375,126.78125
26.370834,126.78125
26.379166,126.78125
26.3375,126.79375
26.3625,126.79375
26.370834,126.79375
26.3375,126.80625
26.345833,126.80625
26.354166,126.80625
26.3625,126.80625
26.3375,126.81875
26.345833,126.81875
26.354166,126.81875
26.3375,126.83125
26.3375,126.84375
26.079166,127.68125
26.0875,127.65625
26.095833,127.65625
26.104166,127.65625
26.1125,127.65625
26.120834,127.65625
26.1375,127.65625
26.145834,127.65625
26.154167,127.65625
26.1625,127.65625
26.0875,127.66875
26.095833,127.66875
26.104166,127.66875
26.1125,127.66875
26.120834,127.66875
26.129166,127.66875
26.1375,127.66875
26.145834,127.66875
26.154167,127.66875
26.1625,127.66875
26.0875,127.68125
26.095833,127.68125
26.104166,127.68125
26.1125,127.68125
26.120834,127.68125
26.129166,127.68125
26.1375,127.68125
26.145834,127.68125
26.154167,127.68125
26.1625,127.68125
26.0875,127.69375
26.095833,127.69375
26.104166,127.69375
26.1125,127.69375
26.120834,127.69375
26.129166,127.69375
26.1375,127.69375
26.145834,127.69375
26.154167,127.69375
26.1625,127.69375
26.0875,127.70625
26.095833,127.70625
26.104166,127.70625
26.1125,127.70625
26.120834,127.70625
26.129166,127.70625
26.1375,127.70625
26.145834,127.70625
26.154167,127.70625
26.1625,127.70625
26.0875,127.71875
26.095833,127.71875
26.104166,127.71875
26.1125,127.71875
26.120834,127.71875
26.129166,127.71875
26.1375,127.71875
26.145834,127.71875
26.154167,127.71875
26.1625,127.71875
26.104166,127.73125
26.1125,127.73125
26.120834,127.73125
26.129166,127.73125
26.1375,127.73125
26.145834,127.73125
26.154167,127.73125
26.1625,127.73125
26.120834,127.74375
26.129166,127.74375
26.1375,127.74375
26.145834,127.74375
26.154167,127.74375
26.1625,127.74375
26.120834,127.75625
26.129166,127.75625
26.1375,127.75625
26.145834,127.75625
26.154167,127.75625
26.1625,127.75625
26.129166,127.76875
26.1375,127.76875
26.145834,127.76875
26.154167,127.76875
26.1625,127.76875
26.129166,127.78125
26.1375,127.78125
26.145834,127.78125
26.154167,127.78125
26.1625,127.78125
26.1375,127.79375
26.145834,127.79375
26.154167,127.79375
26.1625,127.79375
26.145834,127.80625
26.154167,127.80625
26.1625,127.80625
26.154167,127.81875
26.1625,127.81875
26.154167,127.88125
26.1625,127.88125
26.154167,127.89375
26.1875,127.28125
26.195833,127.28125
26.179167,127.29375
26.229166,127.29375
26.220833,127.30625
26.229166,127.30625
26.2375,127.30625
26.170834,127.34375
26.1875,127.34375
26.1875,127.35625
26.195833,127.35625
26.195833,127.36875
26.204166,127.36875
26.170834,127.65625
26.179167,127.65625
26.1875,127.65625
26.195833,127.65625
26.204166,127.65625
26.2125,127.65625
26.170834,127.66875
26.179167,127.66875
26.1875,127.66875
26.195833,127.66875
26.204166,127.66875
26.2125,127.66875
26.220833,127.66875
26.245834,127.66875
26.170834,127.68125
26.179167,127.68125
26.1875,127.68125
26.195833,127.68125
26.204166,127.68125
26.2125,127.68125
26.220833,127.68125
26.229166,127.68125
26.2375,127.68125
26.245834,127.68125
26.170834,127.69375
26.179167,127.69375
26.1875,127.69375
26.195833,127.69375
26.204166,127.69375
26.2125,127.69375
26.220833,127.69375
26.229166,127.69375
26.2375,127.69375
26.245834,127.69375
26.170834,127.70625
26.179167,127.70625
26.1875,127.70625
26.195833,127.70625
26.204166,127.70625
26.2125,127.70625
26.220833,127.70625
26.229166,127.70625
26.2375,127.70625
26.245834,127.70625
26.170834,127.71875
26.179167,127.71875
26.1875,127.71875
26.195833,127.71875
26.204166,127.71875
26.2125,127.71875
26.220833,127.71875
26.229166,127.71875
26.2375,127.71875
26.245834,127.71875
26.170834,127.73125
26.179167,127.73125
26.1875,127.73125
26.195833,127.73125
26.204166,127.73125
26.2125,127.73125
26.220833,127.73125
26.229166,127.73125
26.2375,127.73125
26.245834,127.73125
26.170834,127.74375
26.179167,127.74375
26.1875,127.74375
26.195833,127.74375
26.204166,127.74375
26.2125,127.74375
26.220833,127.74375
26.229166,127.74375
26.2375,127.74375
26.245834,127.74375
26.170834,127.75625
26.179167,127.75625
26.1875,127.75625
26.195833,127.75625
26.204166,127.75625
26.2125,127.75625
26.220833,127.75625
26.229166,127.75625
26.2375,127.75625
26.245834,127.75625
26.170834,127.76875
26.179167,127.76875
26.1875,127.76875
26.195833,127.76875
26.204166,127.76875
26.2125,127.76875
26.220833,127.76875
26.229166,127.76875
26.2375,127.76875
26.245834,127.76875
26.170834,127.78125
26.179167,127.78125
26.1875,127.78125
26.2375,127.78125
26.245834,127.78125
26.170834,127.79375
26.179167,127.79375
26.1875,127.79375
26.2375,127.79375
26.245834,127.79375
26.170834,127.80625
26.179167,127.80625
26.1875,127.80625
26.170834,127.81875
26.179167,127.81875
26.1875,127.81875
26.170834,127.83125
26.179167,127.83125
26.245834,127.93125
26.245834,127.94375
26.254166,127.70625
26.2625,127.70625
26.270834,127.70625
26.254166,127.71875
26.2625,127.71875
26.270834,127.71875
26.254166,127.73125
26.2625,127.73125
26.270834,127.73125
26.279167,127.73125
26.254166,127.74375
26.2625,127.74375
26.270834,127.74375
26.279167,127.74375
26.2875,127.74375
26.320833,127.74375
26.329166,127.74375
26.254166,127.75625
26.2625,127.75625
26.270834,127.75625
26.279167,127.75625
26.2875,127.75625
26.295834,127.75625
26.304167,127.75625
26.3125,127.75625
26.320833,127.75625
26.329166,127.75625
26.254166,127.76875
26.2625,127.76875
26.270834,127.76875
26.279167,127.76875
26.2875,127.76875
26.304167,127.76875
26.3125,127.76875
26.320833,127.76875
26.329166,127.76875
26.254166,127.78125
26.2625,127.78125
26.270834,127.78125
26.279167,127.78125
26.2875,127.78125
26.295834,127.78125
26.304167,127.78125
26.3125,127.78125
26.320833,127.78125
26.329166,127.78125
26.254166,127.79375
26.2625,127.79375
26.270834,127.79375
26.279167,127.79375
26.2875,127.79375
26.295834,127.79375
26.304167,127.79375
26.3125,127.79375
26.320833,127.79375
26.329166,127.79375
26.270834,127.80625
26.279167,127.80625
26.2875,127.80625
26.295834,127.80625
26.304167,127.80625
26.3125,127.80625
26.320833,127.80625
26.329166,127.80625
26.279167,127.81875
26.2875,127.81875
26.304167,127.81875
26.3125,127.81875
26.320833,127.81875
26.329166,127.81875
26.3125,127.83125
26.320833,127.83125
26.329166,127.83125
26.320833,127.84375
26.329166,127.84375
26.329166,127.86875
26.320833,127.88125
26.329166,127.88125
26.304167,127.89375
26.3125,127.89375
26.320833,127.89375
26.329166,127.89375
26.304167,127.90625
26.3125,127.90625
26.320833,127.90625
26.329166,127.90625
26.304167,127.91875
26.3125,127.91875
26.320833,127.91875
26.254166,127.94375
26.3125,127.95625
26.320833,127.95625
26.329166,127.95625
26.320833,127.96875
26.370834,127.14375
26.3875,127.71875
26.395834,127.71875
26.404167,127.71875
26.4125,127.71875
26.370834,127.73125
26.379166,127.73125
26.3875,127.73125
26.395834,127.73125
26.404167,127.73125
26.4125,127.73125
26.3375,127.74375
26.354166,127.74375
26.3625,127.74375
26.370834,127.74375
26.379166,127.74375
26.3875,127.74375
26.395834,127.74375
26.404167,127.74375
26.4125,127.74375
26.3375,127.75625
26.3625,127.75625
26.370834,127.75625
26.379166,127.75625
26.3875,127.75625
26.395834,127.75625
26.404167,127.75625
26.4125,127.75625
26.3625,127.76875
26.370834,127.76875
26.3375,127.79375
26.3625,127.79375
26.4125,127.79375
26.3375,127.80625
26.345833,127.80625
26.354166,127.80625
26.3625,127.80625
26.370834,127.80625
26.404167,127.80625
26.4125,127.80625
26.3375,127.81875
26.345833,127.81875
26.354166,127.81875
26.3625,127.81875
26.370834,127.81875
26.379166,127.81875
26.3875,127.81875
26.404167,127.81875
26.4125,127.81875
26.3375,127.83125
26.345833,127.83125
26.354166,127.83125
26.3625,127.83125
26.370834,127.83125
26.379166,127.83125
26.3875,127.83125
26.395834,127.83125
26.404167,127.83125
26.4125,127.83125
26.3375,127.84375
26.345833,127.84375
26.354166,127.84375
26.3625,127.84375
26.370834,127.84375
26.379166,127.84375
26.3875,127.84375
26.395834,127.84375
26.404167,127.84375
26.4125,127.84375
26.3375,127.85625
26.345833,127.85625
26.354166,127.85625
26.3625,127.85625
26.370834,127.85625
26.379166,127.85625
26.3875,127.85625
26.395834,127.85625
26.404167,127.85625
26.3375,127.86875
26.345833,127.86875
26.354166,127.86875
26.3625,127.86875
26.370834,127.86875
26.379166,127.86875
26.3875,127.86875
26.3375,127.88125
26.345833,127.88125
26.3375,127.89375
26.3375,127.94375
26.345833,127.94375
26.3375,127.95625
26.345833,127.95625
26.354166,127.96875
26.3625,127.98125
26.370834,127.98125
26.379166,127.98125
26.379166,127.99375
26.3875,127.99375
26.395834,127.99375
26.420834,127.71875
26.429167,127.71875
26.420834,127.73125
26.429167,127.73125
26.420834,127.74375
26.429167,127.74375
26.429167,127.75625
26.4375,127.75625
26.429167,127.76875
26.4375,127.76875
26.445833,127.76875
26.429167,127.78125
26.4375,127.78125
26.420834,127.79375
26.429167,127.79375
26.4375,127.79375
26.420834,127.80625
26.429167,127.80625
26.4375,127.80625
26.445833,127.80625
26.454166,127.80625
26.4625,127.80625
26.420834,127.81875
26.429167,127.81875
26.4375,127.81875
26.454166,127.81875
26.4625,127.81875
26.470833,127.81875
26.420834,127.83125
26.429167,127.83125
26.4375,127.83125
26.445833,127.83125
26.4625,127.83125
26.470833,127.83125
26.479166,127.83125
26.429167,127.84375
26.4375,127.84375
26.445833,127.84375
26.454166,127.84375
26.470833,127.84375
26.479166,127.84375
26.4875,127.84375
26.495834,127.84375
26.445833,127.85625
26.454166,127.85625
26.495834,127.85625
26.454166,127.86875
26.4625,127.86875
26.454166,127.88125
26.4625,127.88125
26.495834,127.88125
26.454166,127.89375
26.495834,127.89375
26.445833,127.90625
26.454166,127.90625
26.479166,127.90625
26.4875,127.90625
26.495834,127.90625
26.445833,127.91875
26.454166,127.91875
26.479166,127.91875
26.4875,127.91875
26.4375,127.93125
26.445833,127.93125
26.454166,127.93125
26.4625,127.93125
26.470833,127.93125
26.479166,127.93125
26.454166,127.94375
26.4625,127.94375
26.470833,127.94375
26.479166,127.94375
26.470833,127.95625
26.479166,127.95625
26.4875,127.95625
26.470833,127.96875
26.479166,127.96875
26.4875,127.96875
26.470833,127.98125
26.479166,127.98125
26.4875,127.98125
26.495834,127.98125
26.479166,127.99375
26.4875,127.99375
26.495834,127.99375
26.579166,127.21875
26.579166,127.23125
26.579166,127.24375
26.504166,127.84375
26.504166,127.85625
26.504166,127.86875
26.5125,127.86875
26.504166,127.88125
26.504166,127.89375
26.5125,127.89375
26.5125,127.90625
26.5125,127.91875
26.520834,127.91875
26.520834,127.93125
26.529167,127.93125
26.529167,127.94375
26.5375,127.94375
26.529167,127.95625
26.5375,127.95625
26.545834,127.95625
26.5375,127.96875
26.545834,127.96875
26.554167,127.96875
26.504166,127.98125
26.545834,127.98125
26.5625,127.98125
26.570833,127.98125
26.579166,127.98125
26.504166,127.99375
26.5125,127.99375
26.570833,127.99375
26.579166,127.99375
26.5875,127.21875
26.5875,127.23125
26.595833,127.23125
26.595833,127.24375
26.645834,127.81875
26.645834,127.85625
26.6375,127.86875
26.645834,127.86875
26.654167,127.86875
26.629166,127.88125
26.6375,127.88125
26.645834,127.88125
26.654167,127.88125
26.6625,127.88125
26.6125,127.89375
26.620834,127.89375
26.629166,127.89375
26.6375,127.89375
26.645834,127.89375
26.654167,127.89375
26.6625,127.89375
26.604166,127.90625
26.6375,127.90625
26.645834,127.90625
26.654167,127.90625
26.6625,127.90625
26.629166,127.91875
26.645834,127.91875
26.654167,127.91875
26.6625,127.91875
26.604166,127.93125
26.6125,127.93125
26.620834,127.93125
26.629166,127.93125
26.6375,127.93125
26.645834,127.93125
26.654167,127.93125
26.6625,127.93125
26.595833,127.94375
26.604166,127.94375
26.6125,127.94375
26.620834,127.94375
26.629166,127.94375
26.6375,127.94375
26.645834,127.94375
26.654167,127.94375
26.6625,127.94375
26.595833,127.95625
26.604166,127.95625
26.6125,127.95625
26.620834,127.95625
26.629166,127.95625
26.6375,127.95625
26.645834,127.95625
26.654167,127.95625
26.6625,127.95625
26.595833,127.96875
26.604166,127.96875
26.6125,127.96875
26.620834,127.96875
26.629166,127.96875
26.6375,127.96875
26.645834,127.96875
26.654167,127.96875
26.6625,127.96875
26.5875,127.98125
26.595833,127.98125
26.604166,127.98125
26.6125,127.98125
26.620834,127.98125
26.645834,127.98125
26.654167,127.98125
26.6625,127.98125
26.5875,127.99375
26.595833,127.99375
26.604166,127.99375
26.6125,127.99375
26.620834,127.99375
26.629166,127.99375
26.6375,127.99375
26.654167,127.99375
26.6625,127.99375
26.4875,128.00626
26.5125,128.00626
26.520834,128.00626
26.5125,128.01875
26.520834,128.01875
26.545834,128.01875
26.554167,128.01875
26.5125,128.03125
26.520834,128.03125
26.545834,128.03125
26.554167,128.03125
26.5625,128.03125
26.570833,128.03125
26.545834,128.04375
26.554167,128.04375
26.5625,128.04375
26.570833,128.04375
26.545834,128.05624
26.554167,128.05624
26.554167,128.06876
26.5625,128.06876
26.570833,128.06876
26.5375,128.08125
26.554167,128.08125
26.5625,128.08125
26.5375,128.09375
26.545834,128.09375
26.5625,128.09375
26.545834,128.10625
26.554167,128.10625
26.570833,128.11874
26.579166,128.11874
26.570833,128.13126
26.604166,128.00626
26.6125,128.00626
26.620834,128.00626
26.629166,128.00626
26.6375,128.00626
26.654167,128.00626
26.6625,128.00626
26.595833,128.01875
26.6125,128.01875
26.620834,128.01875
26.629166,128.01875
26.654167,128.01875
26.6625,128.01875
26.620834,128.03125
26.629166,128.03125
26.6375,128.03125
26.645834,128.03125
26.654167,128.03125
26.6625,128.03125
26.629166,128.04375
26.6375,128.04375
26.6375,128.05624
26.629166,128.06876
26.6375,128.06876
26.620834,128.08125
26.629166,128.08125
26.6375,128.08125
26.645834,128.08125
26.5875,128.09375
26.595833,128.09375
26.629166,128.09375
26.6375,128.09375
26.645834,128.09375
26.654167,128.09375
26.6625,128.09375
26.6375,128.10625
26.645834,128.10625
26.654167,128.10625
26.6625,128.10625
26.5875,128.11874
26.595833,128.11874
26.604166,128.11874
26.6125,128.11874
26.629166,128.11874
26.6375,128.11874
26.645834,128.11874
26.654167,128.11874
26.6625,128.11874
26.5875,128.13126
26.595833,128.13126
26.604166,128.13126
26.629166,128.13126
26.6375,128.13126
26.654167,128.13126
26.6625,128.13126
26.604166,128.14375
26.6125,128.14375
26.629166,128.14375
26.6375,128.14375
26.645834,128.14375
26.654167,128.14375
26.6625,128.14375
26.604166,128.15625
26.629166,128.15625
26.6375,128.15625
26.629166,128.16875
26.6375,128.16875
26.629166,128.18124
26.645834,128.18124
26.629166,128.19376
26.629166,128.20625
26.629166,128.21875
26.6375,128.21875
26.645834,128.24374
26.654167,128.24374
26.6625,128.24374
26.6625,128.25626
26.6375,142.15625
26.645834,142.15625
26.629166,142.16875
26.6375,142.16875
26.7125,127.75625
26.7125,127.76875
26.720833,127.76875
26.729166,127.76875
26.7125,127.78125
26.720833,127.78125
26.729166,127.78125
26.7125,127.79375
26.720833,127.79375
26.704166,127.80625
26.7125,127.80625
26.720833,127.80625
26.7125,127.81875
26.720833,127.81875
26.729166,127.81875
26.7125,127.83125
26.720833,127.83125
26.679167,127.88125
26.6875,127.88125
26.695833,127.88125
26.704166,127.88125
26.7125,127.88125
26.670834,127.89375
26.679167,127.89375
26.6875,127.89375
26.695833,127.89375
26.704166,127.89375
26.670834,127.90625
26.679167,127.90625
26.6875,127.90625
26.695833,127.90625
26.704166,127.90625
26.670834,127.91875
26.679167,127.91875
26.6875,127.91875
26.695833,127.91875
26.704166,127.91875
26.670834,127.93125
26.679167,127.93125
26.6875,127.93125
26.695833,127.93125
26.704166,127.93125
26.670834,127.94375
26.679167,127.94375
26.6875,127.94375
26.695833,127.94375
26.704166,127.94375
26.679167,127.95625
26.6875,127.95625
26.695833,127.95625
26.704166,127.95625
26.670834,127.96875
26.679167,127.96875
26.6875,127.96875
26.695833,127.96875
26.704166,127.96875
26.670834,127.98125
26.679167,127.98125
26.6875,127.98125
26.695833,127.98125
26.670834,127.99375
26.679167,127.99375
26.6875,127.99375
26.9125,127.93125
26.9125,127.94375
26.929167,127.91875
26.9375,127.91875
26.995834,127.91875
26.920834,127.93125
26.929167,127.93125
26.9375,127.93125
26.945833,127.93125
26.995834,127.93125
26.920834,127.94375
26.929167,127.94375
26.9375,127.94375
26.945833,127.94375
26.954166,127.94375
26.920834,127.95625
26.929167,127.95625
27.004166,127.94375
27.0125,127.94375
27.020834,127.94375
27.020834,127.95625
27.029167,127.95625
27.0375,127.95625
27.029167,127.96875
27.0375,127.96875
27.045834,127.96875
27.0375,127.98125
27.045834,127.98125
27.0625,127.98125
27.054167,127.99375
27.0625,127.99375
26.670834,128.00626
26.679167,128.00626
26.6875,128.00626
26.7125,128.00626
26.670834,128.01875
26.679167,128.01875
26.695833,128.01875
26.704166,128.01875
26.7125,128.01875
26.679167,128.09375
26.670834,128.10625
26.679167,128.10625
26.6875,128.10625
26.695833,128.10625
26.670834,128.11874
26.679167,128.11874
26.6875,128.11874
26.695833,128.11874
26.704166,128.11874
26.670834,128.13126
26.679167,128.13126
26.6875,128.13126
26.695833,128.13126
26.704166,128.13126
26.670834,128.14375
26.6875,128.14375
26.704166,128.14375
26.7125,128.14375
26.6875,128.15625
26.704166,128.15625
26.7125,128.15625
26.720833,128.15625
26.729166,128.15625
26.7375,128.15625
26.704166,128.16875
26.7125,128.16875
26.729166,128.16875
26.7375,128.16875
26.745834,128.16875
26.720833,128.18124
26.729166,128.18124
26.7375,128.18124
26.745834,128.18124
26.7125,128.19376
26.729166,128.19376
26.729166,128.20625
26.704166,128.28125
26.7125,128.28125
26.720833,128.28125
26.7125,128.29375
26.720833,128.29375
26.745834,128.31876
26.754166,128.19376
26.754166,128.20625
26.7625,128.20625
26.770834,128.20625
26.779167,128.20625
26.7625,128.21875
26.779167,128.21875
26.7875,128.21875
26.779167,128.23125
26.795834,128.23125
26.804167,128.23125
26.8125,128.23125
26.795834,128.24374
26.779167,128.30624
26.754166,128.31876
26.779167,128.31876
26.7875,128.31876
26.795834,128.31876
26.804167,128.31876
26.8625,128.24374
26.8375,128.25626
26.845833,128.25626
26.854166,128.25626
26.8625,128.25626
26.8375,128.26875
26.854166,128.26875
26.8625,128.26875
26.870834,128.26875
26.8375,128.28125
26.845833,128.28125
26.8375,128.29375
26.8375,128.30624
26.845833,128.30624
27.045834,128.39375
27.054167,128.39375
27.029167,128.40625
27.0375,128.40625
27.045834,128.40625
27.029167,128.41875
27.0375,128.41875
27.045834,128.41875
27.054167,128.41875
27.0625,128.41875
27.020834,128.43124
27.029167,128.43124
27.0375,128.43124
27.045834,128.43124
27.054167,128.43124
27.0625,128.43124
27.070833,128.43124
27.020834,128.44376
27.029167,128.44376
27.0375,128.44376
27.045834,128.44376
27.054167,128.44376
27.0625,128.44376
27.020834,128.45625
27.029167,128.45625
27.0375,128.45625
27.045834,128.45625
27.054167,128.45625
27.329166,128.55624
27.329166,128.56876
27.329166,128.58125
27.0625,142.20625
27.070833,142.20625
27.079166,142.20625
27.095833,142.19376
27.104166,142.19376
27.095833,142.20625
27.104166,142.20625
